Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Annual Income,Months since last delinquent,Home Ownership,Term,Years in current job,Credit Default
11,35,1300332,161414,737827,23235,1115262,19,-0.1935469,-0.2356648,0.01384909,0
12,15,867350,436788,448685,29424,2716031,0,-0.1935469,-0.2356648,0.1267007,0
8,17,372834,1.00E+08,133304,9653,1135668,30,-0.1935469,-0.2356648,-0.1128066,0
11,17.4,551540,217206,378689,38932,1594499,25,-0.1935469,0.5831929,0.1267007,1
15,10.3,711832,542630,162298,23609,1519531,31,-0.1935469,0.5831929,-0.1128066,1
15,18.4,594418,753830,183274,14583,1706353,54,-0.1935469,0.5831929,-0.1128066,1
5,24.6,264000,209418,69312,13981,1224626,15,0.1802641,-0.2356648,0.1267007,0
4,31,299046,223102,233472,20800,1965322,29,0.1802641,-0.2356648,0.01384909,0
14,9,410762,133166,259673,22809,1150032,31,-0.1935469,-0.2356648,-0.1128066,0
12,17.5,1252988,55946,373331,8882,1145956,21,0.09236805,-0.2356648,0.1267007,0
13,13.5,739354,222552,213275,14242,691942,53,0.1802641,-0.2356648,0.01384909,0
11,13.6,275572,115016,58064,8916,1938190,41,0.1802641,-0.2356648,0.01384909,0
8,11.5,0,138094,48545,14130,1169433,45,-0.1935469,-0.2356648,0.1267007,0
7,19.4,1347544,536492,629603,14069,1061834,36,0.1802641,0.5831929,0.1267007,0
12,15.9,326942,180356,253270,12694,934534,32,0.1802641,-0.2356648,0.1267007,1
10,26.1,575190,234806,348232,9369,2397097,76,-0.1935469,-0.2356648,-0.1128066,1
12,26.5,603702,628474,252871,26568,1235741,7,-0.1935469,0.5831929,0.1267007,0
8,15.5,624052,250096,363793,16534,642105,48,0.1802641,-0.2356648,0.1267007,1
6,22,283118,526636,229843,61905,1512989,81,0.1802641,0.5831929,-0.1128066,1
11,33,440792,178244,157605,8586,673455,30,0.1802641,-0.2356648,-0.1128066,1
14,30.7,789954,231286,558752,12738,1240599,53,-0.1935469,-0.2356648,0.1267007,0
8,31.1,537812,442772,418038,21924,1529576,11,-0.1935469,0.5831929,0.1267007,1
12,14.3,518584,515680,308598,20809,1691816,15,0.1802641,-0.2356648,-0.1128066,0
13,16.3,936298,664356,667907,51798,2390675,22,-0.1935469,0.5831929,0.1267007,0
19,14.8,436744,260458,170487,14996,1405905,26,0.1802641,-0.2356648,0.01384909,0
11,14.2,503448,218790,395675,23249,1445501,25,-0.1935469,-0.2356648,0.1267007,0
9,12.1,503580,376640,232237,14353,807861,25,-0.1935469,0.5831929,-0.1128066,0
5,17.3,197098,262988,115748,12656,1287098,61,0.1802641,-0.2356648,0.1267007,1
11,25,842094,301840,219640,17024,773832,13,-0.1935469,-0.2356648,-0.1128066,1
8,16.8,531256,304920,128478,4515,1534896,72,-0.1935469,-0.2356648,0.1267007,0
7,8.2,160072,438592,95798,13889,1515136,22,0.1802641,-0.2356648,0.1267007,0
9,17.4,152460,348172,70433,6262,1578596,9,-0.1935469,-0.2356648,0.1267007,0
16,18.2,619828,215160,253745,20663,1783872,53,0.1802641,-0.2356648,-0.1128066,0
12,15.3,1210396,309232,418133,23325,1817502,34,-0.1935469,0.5831929,-0.6839644,0
12,19.9,1656314,193930,530689,14054,1060637,57,0.09236805,-0.2356648,-0.1128066,1
16,8,524150,244992,216828,12370,706876,56,0.09236805,-0.2356648,0.1267007,0
12,26.6,270138,268444,150936,18984,850041,62,-0.1935469,-0.2356648,0.1267007,0
6,17,285780,132990,211755,24962,1049590,40,-0.1935469,-0.2356648,0.1267007,1
5,19.6,310970,533126,270978,15765,2733758,10,-0.1935469,0.5831929,0.1267007,0
5,8.9,88308,1.00E+08,22876,6504,654227,30,0.1802641,-0.2356648,0.1267007,0
10,15.4,842050,647526,437779,26004,2516531,40,0.1802641,-0.2356648,0.01384909,0
7,18.8,932822,90244,709745,10733,1146040,3,-0.1935469,-0.2356648,-0.1128066,0
8,25.2,282040,1.00E+08,131784,9355,863550,8,0.1802641,-0.2356648,0.1267007,0
7,8.6,189794,1.00E+08,76057,6874,571254,30,0.1802641,-0.2356648,0.1267007,0
25,15.8,750112,254694,277913,16306,1313242,13,-0.1935469,-0.2356648,0.1267007,1
10,13.1,227964,303006,103759,12371,1279745,25,0.1802641,-0.2356648,-0.1128066,0
8,15,356422,278696,169309,16503,1164909,54,-0.1935469,0.5831929,0.1267007,1
11,10.7,479534,239646,227791,19192,1505256,6,0.1802641,-0.2356648,0.01384909,0
9,8.2,387728,211750,142994,9527,541842,53,0.1802641,-0.2356648,0.01384909,0
9,7.8,48664,66352,29203,11171,930943,30,0.1802641,-0.2356648,0.01384909,0
8,10.7,276122,39402,119244,10789,775257,38,0.1802641,-0.2356648,0.01384909,0
13,15,493746,315744,204668,32312,1420307,27,-0.1935469,-0.2356648,0.1267007,0
12,10.8,1837616,443212,766536,43062,7655480,34,-0.1935469,-0.2356648,0.1267007,0
9,10.5,697026,536074,437646,30994,1543256,14,0.1802641,-0.2356648,0.01384909,0
7,15.1,193732,262570,95380,10205,1113606,5,-0.1935469,0.5831929,-0.1128066,1
8,17.9,461406,107118,312417,15669,1152931,40,0.1802641,-0.2356648,0.01384909,0
11,21.9,575432,223828,482068,22423,1159836,46,-0.1935469,-0.2356648,0.01384909,0
13,27.9,773322,108658,136914,18766,1592580,74,0.1802641,-0.2356648,0.1267007,1
8,6.5,389092,200090,153900,7987,998374,62,0.1802641,-0.2356648,-0.1128066,1
14,23.3,426294,178464,266171,64840,1204565,12,-0.1935469,-0.2356648,-0.1128066,0
4,8.7,363990,42900,246126,6917,1003046,48,0.1802641,-0.2356648,0.01384909,1
12,10.2,530794,132770,281922,30396,1051175,40,0.1802641,-0.2356648,0.01384909,1
17,15.7,912472,751916,289218,42775,2950016,14,-0.1935469,0.5831929,0.1267007,0
10,16.7,307582,418858,137066,17295,3034224,30,0.1802641,0.5831929,-0.1128066,1
10,15.6,137324,230428,48507,24493,1224626,38,-0.1935469,-0.2356648,0.01384909,0
6,14,326018,171754,161329,12732,741684,72,0.1802641,-0.2356648,0.01384909,1
7,19.2,499246,217074,310004,5568,1344797,59,-0.1935469,-0.2356648,-0.1128066,0
9,15.5,55858,1.00E+08,33193,17193,964098,30,0.09236805,-0.2356648,0.01384909,0
6,16,338646,1.00E+08,287489,7520,968240,48,0.1802641,0.5831929,0.1267007,0
14,16.5,699534,330264,399342,18825,912722,15,0.1802641,-0.2356648,0.1267007,1
10,22.9,2457312,449856,1740229,43083,1705146,36,-0.1935469,0.5831929,0.01384909,0
9,15.6,92774,103048,26448,5138,780482,38,0.1802641,-0.2356648,-0.1128066,1
14,12.1,936166,1.00E+08,455183,29234,2277948,30,0.1802641,-0.2356648,0.1267007,0
10,20,161150,479248,74176,19610,1994259,16,-0.1935469,0.5831929,0.1267007,1
13,13,603504,1.00E+08,264252,6888,1058376,40,-0.1935469,-0.2356648,-0.1128066,0
16,16.5,461428,323620,137883,6374,1033695,29,-0.1935469,0.5831929,-0.6839644,1
9,19,345554,217426,163837,28746,1512932,16,0.1802641,-0.2356648,-0.6839644,0
2,14.7,221562,265826,87058,8638,1339177,30,0.1802641,0.5831929,0.01384909,0
6,22,494428,22176,298908,10950,1780433,43,-0.1935469,-0.2356648,-0.1128066,0
15,18.9,1127896,674124,716946,38466,1377861,74,-0.1935469,0.5831929,0.1267007,1
9,10,159566,516890,116717,14886,1695595,30,-0.1935469,-0.2356648,0.01384909,0
7,32.3,366762,545996,156465,25534,1791833,6,-0.1935469,-0.2356648,0.01384909,1
5,12.1,92004,112244,55613,15024,969285,17,0.1802641,-0.2356648,0.1267007,1
10,18.4,304260,111760,94867,22586,1345886,25,0.1802641,-0.2356648,0.01384909,0
12,14.6,372724,184272,264936,18646,2071817,37,-0.1935469,-0.2356648,0.01384909,0
10,19.5,314138,386298,185839,18199,929290,10,-0.1935469,-0.2356648,0.1267007,0
21,14.4,1255892,474606,393718,29267,1350786,47,0.1802641,0.5831929,0.01384909,0
15,26.8,925496,345356,570703,38368,1950901,7,0.1802641,-0.2356648,-0.1128066,0
14,19.8,375628,428362,211185,14439,1313107,36,-0.1935469,-0.2356648,0.1267007,1
14,17.9,5788684,781176,2759617,48068,5493527,22,-0.1935469,-0.2356648,0.1267007,0
5,13.4,114862,157674,92340,3558,1198032,22,0.1802641,-0.2356648,-0.1128066,0
15,12.4,436656,347952,306584,25308,1173034,83,0.1802641,-0.2356648,0.01384909,1
8,18,270578,212762,138339,14435,957030,12,-0.1935469,-0.2356648,0.1267007,0
7,11.7,281710,281908,135280,9767,786581,22,0.1802641,0.5831929,0.1267007,1
18,17.7,747516,532224,415758,42230,1707687,54,-0.1935469,0.5831929,0.1267007,0
13,10,276892,101354,81795,11670,622402,20,-0.1935469,-0.2356648,-0.1128066,0
20,29.1,847858,330704,672923,26806,1423347,61,-0.1935469,-0.2356648,0.1267007,0
12,11,354860,267740,176225,9177,867141,43,0.09236805,-0.2356648,-0.1128066,0
9,9.6,654544,192918,435822,13416,600704,58,0.1802641,-0.2356648,0.1267007,1
13,12.5,344058,216238,200279,7395,1235706,14,-0.1935469,-0.2356648,0.1267007,0
15,9.5,1343870,152438,406220,40550,1218081,42,-0.1935469,-0.2356648,-0.1128066,0
14,21.8,731610,168872,116261,30042,1187031,54,-0.1935469,-0.2356648,0.1267007,0
9,13.9,298738,225720,134938,7182,868832,34,-0.1935469,0.5831929,0.1267007,0
8,15,369446,335852,223668,16502,947473,38,0.09236805,-0.2356648,0.1267007,0
16,17.2,505010,218680,289598,14799,1077905,12,0.1802641,0.5831929,0.01384909,1
16,7.6,758758,215160,172995,5149,1222419,20,0.1802641,-0.2356648,0.1267007,0
15,12.7,727760,336534,127585,11243,2131382,20,0.1802641,-0.2356648,-0.1128066,0
14,9.2,602712,314270,93689,19738,1436768,22,0.1802641,0.5831929,0.01384909,0
12,18.7,335984,153604,170924,9783,663271,29,0.09236805,-0.2356648,0.1267007,0
8,15.9,686092,270622,292125,6710,860301,28,-0.1935469,-0.2356648,0.01384909,0
20,13.5,983664,447260,280345,14539,1455832,36,0.09236805,-0.2356648,-0.1128066,1
9,7.9,262504,199166,216733,13165,576555,33,0.1802641,-0.2356648,0.1267007,0
9,15.3,219934,615934,184053,26027,2279772,46,-0.1935469,-0.2356648,0.1267007,1
11,26.8,389070,447348,309491,27373,2105580,64,-0.1935469,-0.2356648,-0.1128066,0
11,5.5,433598,184558,103740,10626,468787,53,0.09236805,-0.2356648,0.1267007,0
11,25,1085678,587642,496945,43251,2218003,38,0.09236805,0.5831929,0.1267007,1
6,13.4,237336,332816,171152,14385,1245507,20,0.1802641,0.5831929,-0.1128066,0
3,11.8,135806,21560,60648,1585,1193494,40,0.1802641,-0.2356648,0.1267007,0
13,11.5,419474,336050,82593,25636,1160862,55,0.1802641,-0.2356648,0.1267007,0
17,34.1,3098150,1.00E+08,973959,35417,3663789,30,-0.1935469,-0.2356648,0.1267007,0
11,16.4,524282,1.00E+08,255835,40385,3616593,19,0.1802641,-0.2356648,-0.1128066,0
7,23.4,3446344,314534,59527,3279,1539828,8,-0.1935469,-0.2356648,-0.6839644,0
5,9,204424,32582,3002,236,225112,35,0.1802641,-0.2356648,-0.1128066,0
10,14.9,657052,169752,353514,17965,767220,11,-0.1935469,-0.2356648,0.1267007,1
7,25.6,450516,443564,288306,25404,1762155,35,-0.1935469,-0.2356648,0.1267007,0
8,12.6,94644,205986,34010,11494,679440,71,0.09236805,-0.2356648,-0.1128066,1
9,17.7,128106,336952,106761,17746,1717353,55,-0.1935469,0.5831929,0.01384909,1
5,16,248974,259908,128155,9920,804346,45,0.1802641,-0.2356648,0.01384909,1
7,17.8,259468,156860,36746,16354,1190742,22,0.1802641,-0.2356648,0.1267007,0
16,18.6,519464,108240,221616,7590,785156,58,0.1802641,-0.2356648,0.01384909,0
6,12.5,327426,134640,93309,9145,1453500,27,-0.1935469,-0.2356648,-0.1128066,0
8,8,388784,288178,237044,17288,765529,43,0.1802641,0.5831929,-0.1128066,0
17,20,2242240,551100,1518195,33939,2132256,14,-0.1935469,-0.2356648,0.1267007,0
4,18.7,172722,64790,146186,19270,1161867,31,0.1802641,-0.2356648,0.1267007,0
8,14,349756,224202,165224,15126,1252958,53,0.1802641,-0.2356648,0.1267007,0
19,20.6,3206060,1.00E+08,1281987,12236,1664799,30,-0.1935469,-0.2356648,-0.6839644,0
18,16.8,562826,318956,182761,20747,1817274,39,0.1802641,-0.2356648,0.1267007,0
5,22.1,184932,180268,70110,7101,2821671,71,-0.1935469,-0.2356648,-0.1128066,0
18,31.7,769296,261514,511575,28034,1115021,36,0.1802641,-0.2356648,0.1267007,1
17,20.1,768372,216150,152627,6254,933375,45,0.1802641,-0.2356648,0.1267007,0
8,19.8,206844,377652,159334,20385,1747278,42,-0.1935469,-0.2356648,0.1267007,0
13,15.1,403150,198220,264271,14704,969475,29,0.1802641,-0.2356648,0.01384909,0
10,16.9,868208,559174,465633,23716,1221415,27,-0.1935469,0.5831929,0.1267007,0
4,14.5,161392,339636,22306,2081,895071,17,0.1802641,-0.2356648,0.1267007,0
12,9.9,471438,394020,280535,14217,907440,35,0.1802641,-0.2356648,0.1267007,1
7,21.7,341462,110198,169860,12715,1187638,16,0.1802641,-0.2356648,0.01384909,0
25,21.9,2687762,469106,1274368,50254,2451418,67,-0.1935469,-0.2356648,0.1267007,1
19,17.7,645260,385264,270275,17603,1045741,11,0.09236805,0.5831929,0.01384909,1
16,9.8,1356564,195206,474487,11977,493905,10,0.1802641,-0.2356648,-0.6839644,0
16,30.5,729982,446996,436905,38402,1431156,11,0.1802641,-0.2356648,0.1267007,1
10,16,543906,296120,37582,11103,1120441,26,0.1802641,-0.2356648,0.1267007,1
11,20.9,514866,1.00E+08,372172,29614,1692235,30,0.1802641,-0.2356648,0.1267007,0
15,14.6,477312,218790,244036,19530,1250143,25,-0.1935469,-0.2356648,0.1267007,0
11,17.5,1024650,400906,544236,23501,2073603,23,-0.1935469,0.5831929,0.1267007,0
11,20.5,1762860,301400,51756,5452,1580439,44,0.1802641,0.5831929,0.1267007,0
13,15.9,882970,216942,469737,26711,1704965,24,-0.1935469,-0.2356648,-0.6839644,0
7,12.5,225170,222860,146433,9662,577410,32,0.1802641,-0.2356648,0.01384909,0
8,20.8,205062,162206,60382,29234,1420288,66,0.1802641,-0.2356648,-0.1128066,0
9,27.1,173140,153318,111853,29992,1196887,29,0.1802641,-0.2356648,-0.1128066,0
10,14,371272,434456,268052,8989,938030,14,0.1802641,0.5831929,-0.1128066,0
13,22.5,3738042,343244,129124,17647,1419327,21,-0.1935469,-0.2356648,0.01384909,0
6,11,558734,216656,160208,19987,1070291,36,0.1802641,-0.2356648,0.1267007,1
11,9.5,296604,134662,61997,16282,814112,25,-0.1935469,-0.2356648,-0.6839644,0
7,18.7,317306,303050,192375,18487,1439615,25,0.1802641,-0.2356648,0.1267007,0
10,17.6,174966,64812,76304,11285,1772510,41,-0.1935469,-0.2356648,0.1267007,0
10,12,1017500,393668,184528,9777,953838,22,-0.1935469,-0.2356648,-0.1128066,0
14,13.2,718014,259556,362767,19226,2335100,28,0.1802641,-0.2356648,-0.1128066,1
12,11.7,208692,86108,117325,10059,948176,39,0.1802641,-0.2356648,0.1267007,0
10,10,22000,175956,19266,10448,733172,30,0.1802641,-0.2356648,0.1267007,1
12,16,424974,267168,237101,18664,999856,66,0.1802641,-0.2356648,0.1267007,0
23,16.4,1413698,330198,422427,35615,1520912,15,0.1802641,-0.2356648,0.1267007,1
11,18,1168706,244486,180671,12071,2111527,60,0.1802641,-0.2356648,-0.1128066,0
15,31.4,1447270,559680,899935,49432,5703648,27,-0.1935469,0.5831929,0.1267007,0
12,16.8,1561406,548636,865735,26549,1515589,48,0.1802641,0.5831929,-0.6839644,1
11,25.9,2623500,1.00E+08,713716,20994,1584486,30,-0.1935469,-0.2356648,0.1267007,0
11,22.4,1036684,402732,209513,6844,1433265,14,0.09236805,-0.2356648,0.1267007,0
13,19.8,771056,522412,487445,17765,1691874,29,0.1802641,-0.2356648,0.01384909,1
16,14.8,128678,212850,44897,16432,1058882,29,0.1802641,-0.2356648,0.1267007,1
5,16.6,311740,130284,102315,1697,1197551,20,0.1802641,-0.2356648,-0.1128066,0
22,19.9,690910,592922,86526,35466,3129357,75,0.1802641,0.5831929,0.1267007,0
16,23.6,3007136,152152,1742642,47347,2365367,52,-0.1935469,-0.2356648,-0.1128066,0
11,18.4,1516482,546898,733438,20186,1519283,30,0.09236805,0.5831929,0.1267007,1
13,9,198242,405350,167276,10964,1458630,29,-0.1935469,-0.2356648,-0.1128066,1
8,12.7,576928,403964,286007,14134,1221054,75,-0.1935469,0.5831929,-0.1128066,0
13,21,11513458,267014,835259,32636,1921660,32,-0.1935469,0.5831929,0.1267007,0
11,11.8,676390,245916,555522,21759,1706580,43,-0.1935469,0.5831929,0.1267007,1
12,13,655358,437096,342988,19205,1038103,34,-0.1935469,0.5831929,0.01384909,0
4,35.5,775940,147004,21451,928,1223277,32,-0.1935469,-0.2356648,0.1267007,0
13,27.4,1324840,1.00E+08,613282,21176,1530792,30,-0.1935469,-0.2356648,0.1267007,0
6,10.5,463738,131054,93309,1263,1942902,20,0.1802641,-0.2356648,0.1267007,0
12,30.7,575960,205458,308902,20244,1481240,38,0.1802641,-0.2356648,0.1267007,0
15,16.9,606100,430100,427139,20290,854335,13,0.1802641,-0.2356648,0.01384909,0
13,33,375584,214786,150176,17205,1081900,30,-0.1935469,0.5831929,0.1267007,1
17,20.9,423522,353210,303962,21841,780045,29,0.1802641,0.5831929,0.01384909,1
16,17.5,391446,212058,135223,7349,992047,53,0.1802641,-0.2356648,0.01384909,0
14,11,180026,111122,105735,5700,1064070,44,0.1802641,-0.2356648,0.1267007,1
10,15.6,408760,1.00E+08,124963,14764,1121304,8,-0.1935469,0.5831929,0.01384909,0
10,22.4,507386,502700,351443,24219,972002,33,0.1802641,0.5831929,-0.1128066,1
9,23.4,363220,190388,123595,8046,444904,57,0.09236805,-0.2356648,0.1267007,1
15,28.1,697312,262812,115615,28085,1115965,23,0.1802641,-0.2356648,-0.1128066,0
7,16.4,108460,164978,62301,5013,931190,11,0.09236805,-0.2356648,0.01384909,0
8,11.2,656920,668184,342114,20005,1538848,22,-0.1935469,0.5831929,-0.1128066,0
8,24.8,8903180,559636,2875726,22210,3131865,27,-0.1935469,0.5831929,0.1267007,0
19,27.6,794266,1.00E+08,190684,36661,2444065,1,-0.1935469,-0.2356648,0.1267007,0
10,13.7,215864,1.00E+08,53884,7998,931855,35,0.1802641,-0.2356648,-0.1128066,0
17,26,157586,1.00E+08,107654,35709,2330122,30,0.1802641,-0.2356648,0.1267007,0
7,19.4,136906,168300,111720,6529,1453500,56,0.1802641,-0.2356648,0.1267007,0
19,18,1273734,597828,779931,27471,1323882,32,0.1802641,-0.2356648,0.01384909,1
13,23.1,5135702,222750,1610041,23778,1981472,32,0.09236805,0.5831929,0.1267007,0
6,11.8,180334,286660,133627,14594,1281179,38,0.1802641,-0.2356648,0.1267007,0
6,19.6,513150,107602,163533,3963,1722958,42,0.1802641,-0.2356648,-0.6839644,0
14,19,520630,311410,403313,15017,1154417,19,-0.1935469,0.5831929,0.1267007,1
12,28.2,952930,335742,334134,17905,1256489,27,-0.1935469,-0.2356648,0.1267007,0
10,28.5,294470,1.00E+08,142671,18851,1300075,30,-0.1935469,-0.2356648,0.1267007,0
9,13.3,637076,320562,309206,8594,692132,39,-0.1935469,-0.2356648,0.01384909,0
4,16.1,55198,1.00E+08,47766,9996,991363,30,-0.1935469,-0.2356648,0.01384909,0
12,16,796334,446116,513760,9240,887034,21,-0.1935469,0.5831929,0.01384909,0
5,9.6,407088,315194,261915,7344,1587868,17,0.1802641,-0.2356648,0.01384909,0
15,14.6,488620,380842,194541,31817,1431191,21,0.1802641,0.5831929,-0.6839644,0
8,28.3,805244,1.00E+08,476368,18154,1259206,30,-0.1935469,-0.2356648,0.1267007,0
12,11.5,935220,540804,685729,18390,1016975,39,0.1802641,-0.2356648,-0.6839644,1
8,10.2,181588,426360,42655,2775,1293644,36,-0.1935469,0.5831929,0.01384909,1
10,22.6,850762,266332,294633,18618,1801713,50,-0.1935469,-0.2356648,0.01384909,0
13,15.7,986436,759220,222357,28582,1723528,50,-0.1935469,0.5831929,0.01384909,1
11,18.1,157454,177474,88654,28125,1202169,5,-0.1935469,-0.2356648,0.01384909,0
11,13.9,275660,164230,134520,18595,756428,43,0.1802641,-0.2356648,0.01384909,1
16,23.7,1637020,430144,918973,24130,1597936,13,-0.1935469,-0.2356648,0.1267007,0
5,14.2,106700,85888,72713,2670,980945.4,25,0.1802641,-0.2356648,0.1267007,1
9,20,391688,207812,195852,16967,1028280,24,0.1802641,-0.2356648,0.1267007,0
16,13.7,1196052,439824,734445,43049,1614354,74,0.1802641,0.5831929,0.01384909,1
9,19.3,277838,366850,203718,17121,793250,21,0.09236805,0.5831929,0.1267007,0
19,15.8,548966,326810,199595,31839,1335909,37,0.1802641,-0.2356648,0.01384909,0
10,11.7,688578,1.00E+08,324102,13665,836627,30,0.1802641,0.5831929,-0.1128066,0
8,33.6,742126,533544,198037,5733,1045494,6,0.09236805,0.5831929,0.1267007,1
9,9.7,505560,443960,276374,9167,1529956,38,-0.1935469,0.5831929,0.1267007,1
7,13.7,309694,356510,122227,17199,1250808,28,-0.1935469,0.5831929,0.1267007,0
13,15.1,1133110,194194,597911,28688,1593796,36,0.1802641,-0.2356648,-0.6839644,1
8,17.5,219384,223520,115577,17324,1252958,33,0.1802641,-0.2356648,0.1267007,0
15,22,1120482,1.00E+08,687059,26052,3427866,30,-0.1935469,0.5831929,0.1267007,0
12,17.6,395736,482790,60154,13845,1064950,71,0.1802641,0.5831929,0.1267007,1
17,24.1,302610,89672,219792,21388,1064969,32,0.1802641,-0.2356648,0.1267007,0
2,12.5,125906,77264,68286,1354,474943,63,0.1802641,-0.2356648,0.1267007,1
17,8.7,475354,88396,247551,17151,1152717,39,0.1802641,-0.2356648,0.1267007,0
19,16.5,840752,299002,336908,16241,862353,45,0.1802641,-0.2356648,0.1267007,1
11,18.4,574882,485782,373350,22112,1158696,43,-0.1935469,0.5831929,-0.1128066,1
9,13.8,334884,330858,121467,15197,1171121,62,0.1802641,-0.2356648,0.01384909,1
17,16.9,436084,1.00E+08,102828,13763,1041371,32,0.1802641,-0.2356648,0.1267007,0
14,19.5,536910,772860,219336,25545,2174018,35,-0.1935469,0.5831929,0.1267007,0
6,18,805266,515614,212116,15327,968050,15,-0.1935469,0.5831929,0.1267007,0
11,32.5,244222,223960,179702,29432,2127620,73,-0.1935469,-0.2356648,0.1267007,0
11,15.7,1515030,420552,425239,18243,737086,37,0.1802641,0.5831929,0.1267007,1
6,12.3,92466,92422,15010,4756,1235247,40,0.1802641,0.5831929,0.01384909,1
13,20.8,1344640,549890,581799,18363,1899620,18,-0.1935469,-0.2356648,0.1267007,1
9,32.4,1969066,496892,841776,28398,894425,36,0.09236805,0.5831929,-0.1128066,0
18,17.9,1789568,1.00E+08,612028,22245,970672,41,0.1802641,-0.2356648,0.1267007,0
23,12,171006,329076,110922,8478,1167017,63,0.1802641,-0.2356648,0.1267007,1
9,30.5,592174,1.00E+08,474582,15772,1577152,30,0.1802641,-0.2356648,0.1267007,0
11,27,939554,538648,508782,16357,1299942,64,-0.1935469,0.5831929,0.1267007,0
6,18.1,879758,221518,187663,13680,1249575,48,0.1802641,-0.2356648,-0.1128066,0
